,toponym,pid,type,scale
3867,Centaur Peaks,18264,peaks,5
3868,Centennial Stream,851,stream,3
3869,Central Drain,18266,canal,4
3870,Centre Burn,18267,stream,3
3871,Centre Bush,18268,populated place,4
3872,Centre Creek,853,stream,3
3873,Centre Creek,854,stream,3
3874,Centre Group,13662,islands,3
3875,Centre Hill,18269,mountain,5
3876,Centre Hill,18271,hill,5
3877,Centre Hill,18270,hill,5
3878,Centre Hill,18272,hill,5
3879,Centre Island,18273,island,4
3880,Centre Mountain,855,hill,5
3881,Centre Pass,18274,pass,4
3882,Centre Peak,18276,hill,5
3883,Centre Peak,18275,hill,5
3884,Centre Spur,18279,ridge(s),4
3885,Centre Spur,18280,ridge(s),4
3886,Centre Spur,18278,ridge(s),4
3887,Centre Spur,18277,ridge(s),4
3888,Centre Spur,856,ridge(s),4
3889,Centre Stream,857,stream,3
3890,Centre Valley Stream,18281,stream,3
3891,Cerberus,858,hill,5
3892,Cerberus,18282,hill,5
3893,Cerberus Glacier,10870,glacier(s),4
3894,Cerberus Glacier,859,glacier(s),4
3895,Ceres Creek,18284,stream,3
3896,Cessnock,18285,stream,3
3897,Chaffers Passage,18286,strait,4
3898,Chaffey Stream,18287,stream,3
3899,Chaffey Stream,860,stream,3
3900,Chain Gully,18288,gorge(s),5
3901,Chain Hills,18292,locality,4
3902,Chain Hills,18290,mountains,2
3903,Chain Hills,18291,mountains,2
3904,Chain Hills,18289,locality,4
3905,Chain Hill Stream,861,stream,3
3906,Chainman Creek,862,stream,3
3907,Chair Creek,18293,stream,3
3908,Chairmans Creek,18295,stream,3
3909,Chairmans Flat,863,plain(s),3
3910,Chair Rock,18294,island,4
3911,Chaka Stream,864,stream,3
3912,Chalky Inlet,18297,bay,3
3913,Chalky Island,18298,island,4
3914,Chalky Point,18299,point,4
3915,Challis,865,locality,4
3916,Chalmers Leap,866,cliff(s),4
3917,Chalmer Stream,18302,stream,3
3918,Chamberlain,18303,locality,4
3919,Chamberlain Creek,18304,stream,3
3920,Chamberlain Creek,7216,stream,3
3921,Chamberlains Bay,18305,bay,3
3922,Chamberlain Stream,867,stream,3
3923,Chamberlin Creek,55380,stream,3
3924,Chamberlin Snowfield,18307,glacier(s),4
3925,Chambres Inlet,49467,bay,3
3926,Chamois Stream,868,stream,3
3927,Champagne Gully,18308,gorge(s),5
3928,Champagne Pool,18309,lake,4
3929,Champion Creek,18310,stream,3
3930,Chance Bay,18311,bay,3
3931,Chancellor,18312,hill,5
3932,Chancellor Dome,18313,hill,5
3933,Chancellor Glacier,18314,glacier(s),4
3934,Chancellor Ridge,49188,ridge(s),4
3935,Chancellor Ridge,18315,ridge(s),4
3936,Chancet Rocks,14371,rocks,4
3937,Chandler Creek,18317,stream,3
3938,Chandlers Lagoon,18318,lake,4
3939,Chandler Stream,869,stream,3
3940,Chaney Creek,18319,stream,3
3941,Chaneys,18320,populated place,4
3942,Chaneys Plantation,55107,forest(s),2
3943,Change Creek,18322,stream,3
3944,Change Creek,18321,stream,3
3945,Channel Island,18323,island,4
3946,Channel Point,18324,point,4
3947,Channel Rocks,14372,rocks,4
3948,Chanter Islands,49633,islands,3
3949,Chaotic Spur,18325,ridge(s),4
3950,Chapmans Creek,18326,stream,3
3951,Chapmans Creek,18327,stream,3
3952,Chapmans Gully,18328,gorge(s),5
3953,Charcoal Bay,18329,bay,3
3954,Charcoal Creek,18331,stream,3
3955,Charcoal Creek,18330,stream,3
3956,Charcoal Gully,18332,gorge(s),5
3957,Charing Cross,18333,hill,5
3958,Charing Cross,18334,populated place,4
3959,Charity Col,870,pass,4
3960,Charity Glacier,18335,glacier(s),4
3961,Charles Ridge,14375,ridge(s),4
3962,Charles Ridge,18336,ridge(s),4
3963,Charleston,18338,populated place,4
3964,Charlestown,18339,locality,4
3965,Charleys Head,18340,hill,5
3966,Charleys Point,18341,point,4
3967,Charlies Bump,18342,hill,5
3968,Charlies Hill,18344,hill,5
3969,Charlies Knob,18345,hill,5
3970,Charlies Ponds,18346,lake,4
3971,Charlies Saddle,18347,pass,4
3972,Charlie Stream,871,stream,3
3973,Charlton,18348,populated place,4
3974,Charlton Stream,18349,stream,3
3975,Charming Creek,18351,stream,3
3976,Charming Creek,18350,stream,3
3977,Charteris Bay,49746,bay,3
3978,Charteris Bay,18352,locality,4
3979,Chartwell,54819,section of populated place,3
3980,Chartwell,18353,section of populated place,3
3981,Charwell River,18354,stream,3
3982,Chase Head,872,point,4
3983,Chases Gorge,18355,gorge(s),5
3984,Chasland Head,18356,point,4
3985,Chasland River,874,stream,3
3986,Chaslands,18357,populated place,4
3987,Chasm Creek,18361,stream,3
3988,Chasm Creek,18358,stream,3
3989,Chasm Creek,18362,stream,3
3990,Chasm Creek,18359,stream,3
3991,Chasm Creek,18360,stream,3
3992,Chasm Island,18363,island,4
3993,Chasm Pass,18364,pass,4
3994,Chasm Pass,49014,pass,4
3995,Chasm Stream,18365,stream,3
3996,Chasm Stream,18366,stream,3
3997,Chasm Stream,875,stream,3
3998,Chastleton,59874,hill,5
3999,Chastleton,876,hill,5
4000,Chatham Island,13830,island,4
4001,Chatham Islands,55352,islands,3
4002,Chatham Point,18367,point,4
4003,Chatswood,877,section of populated place,3
4004,Chatterbox Stream,18372,stream,3
4005,Chatter Creek,18370,stream,3
4006,Chatter Creek,18369,stream,3
4007,Chattering Creek,18373,stream,3
4008,Chatter Rill,18371,stream,3
4009,Chatterton River,18374,stream,3
4010,Chatto Creek,18376,populated place,4
4011,Chatto Creek,18375,stream,3
4012,Chatton,18377,populated place,4
4013,Chatton North,18378,locality,4
4014,Chaucer Bay,18379,bay,3
4015,Chaytors Saddle,18380,pass,4
4016,Cheap Creek,18381,stream,3
4017,Cheddar Valley,18382,locality,4
4018,Cheeseman Creek,18383,stream,3
4019,Cheeseman Island,57447,island,4
4020,Chelmsford Stream,18384,stream,3
4021,Chelsea Bay,18385,bay,3
4022,Chelsea Creek,878,stream,3
4023,Cheltenham,18386,locality,4
4024,Cheltenham,18387,section of populated place,3
4025,Cheltenham Beach,18388,beach,3
4026,Cherry Bay,18391,bay,3
4027,Cherry Bay,879,bay,3
4028,Cherry Bay,18390,bay,3
4029,Cherry Bay,18389,bay,3
4030,Cherry Creek,18392,stream,3
4031,Cherry Pool,880,lake,4
4032,Cherry Tree Bay,18394,bay,3
4033,Cherry Tree Creek,18395,stream,3
4034,Cherry Tree Hill,18396,hill,5
4035,Cherrywood Creek,18397,stream,3
4036,Chertsey,18398,populated place,4
4037,Chester Burn,18400,stream,3
4038,Chesterfield,18401,populated place,4
4039,Chest Peak,18399,peak,5
4040,Chest Peak Stream,881,stream,3
4041,Chetwode Islands,18402,islands,3
4042,Chevalier Stream,882,stream,3
4043,Cheviot,883,populated place,4
4044,Cheviot Hills,18403,mountains,2
4045,Chewings Creek,18406,stream,3
4046,Chew Tobacco Bay,18404,bay,3
4047,Chew Tobacco Creek,884,stream,3
4048,Chew Tobacco Point,885,point,4
4049,Cheyenne Creek,18407,stream,3
4050,Childrens Bay,18408,bay,3
4051,Chilly Creek,18409,stream,3
4052,Chilly Ravine,18410,gorge(s),5
4053,Chilly Stream,886,stream,3
4054,Chilly Stream,18411,stream,3
4055,Chimera Stream,18412,stream,3
4056,Chimney,18415,peak,5
4057,Chimney,18416,hill,5
4058,Chimney Creek,18418,stream,3
4059,Chimney Creek,18417,stream,3
4060,Chimney Gully,18419,gorge(s),5
4061,Chimney Gully,18420,gorge(s),5
4062,Chimney Peaks,18421,mountains,2
4063,Chimney Stream,18422,stream,3
4064,Chimney Stream,887,stream,3
4065,Chimney Stream,58474,stream,3
4066,Chinaman Bay,888,bay,3
4067,Chinaman Creek,18423,stream,3
4068,Chinaman Flat,889,plain(s),3
4069,Chinaman Gully,18424,gorge(s),5
4070,Chinaman Gully,18426,gorge(s),5
4071,Chinaman Gully,18425,gorge(s),5
4072,Chinamans Bluff,18427,cliff(s),4
4073,Chinamans Creek,18429,stream,3
4074,Chinamans Creek,18428,stream,3
4075,Chinamans Creek,18430,stream,3
4076,Chinamans Flat,18432,plain(s),3
4077,Chinamans Flat,18431,plain(s),3
4078,Chinaman Stream,890,stream,3
4079,Chink Creek,18433,stream,3
4080,Chinkey Creek,18435,stream,3
4081,Chink Ridge,18434,ridge(s),4
4082,Chinky Creek,18436,stream,3
4083,Chinky Spur,18437,ridge(s),4
4084,Chinn Creek,18438,stream,3
4085,Chinsurah Stream,18439,stream,3
4086,Chipps Hill,18440,hill,5
4087,Chloe Col,891,pass,4
4088,Chloris Stream,18443,stream,3
4089,Chlorite Creek,18444,stream,3
4090,Chlorite Creek,18445,stream,3
4091,Chop Creek,18446,stream,3
4092,Chorlton,18447,locality,4
4093,Chosspile Peaks,892,hill,5
4094,Chowbok Col,893,pass,4
4095,Christabel Creek,894,stream,3
4096,Christchurch,18448,historical first-order administrative division,3
4097,Christian Bay,18449,bay,3
4098,Christian Creek,18450,stream,3
4099,Christie Falls,895,waterfall(s),5
4100,Christie Ridge,18451,ridge(s),4
4101,Christies Creek,896,stream,3
4102,Christies Stream,18452,stream,3
4103,Christmas Bay,18453,bay,3
4104,Christmas Beach,18454,beach,3
4105,Christmas Creek,18455,stream,3
4106,Christmas Creek,18456,stream,3
4107,Christmas Flat,897,plain(s),3
4108,Christmas Hill,898,hill,5
4109,Christmas Stream,18457,stream,3
4110,Christmas Village Bay,58396,bay,3
4111,Christopher Col,900,pass,4
4112,Christopher Johnson Glacier,901,glacier(s),4
4113,Christopher River,18459,stream,3
4114,Christys Bay,18460,bay,3
4115,Chrome,18461,hill,5
4116,Chrome Creek,18462,stream,3
4117,Chrome Creek,18463,stream,3
4118,Chrome Stream,18464,stream,3
4119,Chrystalls Beach,18465,beach,3
4120,Chummie Creek,18466,stream,3
4121,Church Bay,18468,bay,3
4122,Church Bay,902,bay,3
4123,Church Bay,49753,bay,3
4124,Church Bay,55852,bay,3
4125,Church Gully,18469,gorge(s),5
4126,Church Hill,18470,mountain,5
4127,Church Hill Creek,903,stream,3
4128,Churchill,18472,populated place,4
4129,Church Road Gully Drain,18471,canal,4
4130,Churn Rapids,18473,waterfall(s),5
4131,Churton Park,18474,section of populated place,3
4132,Cilicia Peak,905,hill,5
4133,Cinder Hill,12220,farmstead,5
4134,Cindery Flat,18475,plain(s),3
4135,Cinerama Col,906,pass,4
4136,Circle Cove,18477,bay,3
4137,Circular Bay,18478,bay,3
4138,Circular Bush,55136,forest(s),2
4139,Circular Head,49495,peninsula,4
4140,Cirque Creek,18479,stream,3
4141,Cirque Peak,12221,hill,5
4142,Cirque Peak,907,hill,5
4143,Cissy Bay,18480,bay,3
4144,Citheron,18481,hill,5
4145,City of Cork Beach,18482,beach,3
4146,Civil Creek,18483,stream,3
4147,Clamber Gully,18484,gorge(s),5
4148,Clandeboye,18485,locality,4
4149,Clapcott Creek,18486,stream,3
4150,Clara Island,18487,island,4
4151,Claremont,18490,populated place,4
4152,Clarence,18491,locality,4
4153,Clarence River,18492,stream,3
4154,Clarendon,18493,populated place,4
4155,Clare Peak,18489,hill,5
4156,Clareville,18494,populated place,4
4157,Claris,18495,locality,4
4158,Clark Cascade,911,waterfall(s),5
4159,Clark Creek,18497,stream,3
4160,Clark Creek,18498,stream,3
4161,Clarke Bluff,10886,cliff(s),4
4162,Clarke Bluff,913,cliff(s),4
4163,Clarke Creek,18507,stream,3
4164,Clarke Creek,18508,stream,3
4165,Clarke Creek,18509,stream,3
4166,Clarke Creek,18510,stream,3
4167,Clarke Flat,914,plain(s),3
4168,Clarke Glacier,12225,glacier(s),4
4169,Clarke Glacier,18511,glacier(s),4
4170,Clarke Hill,18512,hill,5
4171,Clarke Pass,18513,pass,4
4172,Clarke River,18514,stream,3
4173,Clarke River,18516,stream,3
4174,Clarke River,7203,stream,3
4175,Clarke Saddle,18517,pass,4
4176,Clarkes Creek,18519,stream,3
4177,Clarkes Mound,55347,peak,5
4178,Clarkes Pass,18520,pass,4
4179,Clarkes Stream,18521,stream,3
4180,Clark Island,18499,island,4
4181,Clark Knob,18500,mountain,5
4182,Clark Peak,58259,hill,5
4183,Clark Peak,18501,hill,5
4184,Clark Point,18503,point,4
4185,Clark Point,18502,point,4
4186,Clark River,18505,stream,3
4187,Clark River,18504,stream,3
4188,Clarks Bay,18522,bay,3
4189,Clarks Beach,18523,locality,4
4190,Clarks Creek,18524,stream,3
4191,Clarks Flour Mill,18525,building(s),5
4192,Clarks Gully,18526,gorge(s),5
4193,Clarks Hill,18527,hill,5
4194,Clarks Junction,18528,locality,4
4195,Clark Stream,912,stream,3
4196,Clark Stream,56490,stream,3
4197,Clarksville,18529,locality,4
4198,Clark Valley,18506,gorge(s),5
4199,Clarkville,18530,locality,4
4200,Classen Glacier,18531,glacier(s),4
4201,Classen Saddle,18532,pass,4
4202,Claudelands,18533,populated place,4
4203,Claughesys Creek,18534,stream,3
4204,Claverley,18535,locality,4
4205,Claybank Creek,18547,stream,3
4206,Clay Bank Gully,18536,gorge(s),5
4207,Clay Cliffs,916,cliff(s),4
4208,Clay Creek,18538,stream,3
4209,Clay Creek,18537,stream,3
4210,Clayface Point,18548,point,4
4211,Clay Hill,18540,hill,5
4212,Clay Hill,59309,hill,5
4213,Clay Knob,18541,mountain,5
4214,Clay Point,18544,point,4
4215,Clay Point,18542,point,4
4216,Clay Point,18543,point,4
4217,Clay Spurs,919,ridge(s),4
4218,Clay Spur Stream,918,stream,3
4219,Clay Stream,920,stream,3
4220,Clayton Stream,922,stream,3
4221,Clearburn,18558,populated place,4
4222,Clear Creek,18551,stream,3
4223,Clear Creek,18550,stream,3
4224,Clear Creek,18555,stream,3
4225,Clear Creek,18552,stream,3
4226,Clear Creek,18554,stream,3
4227,Clear Creek,18556,stream,3
4228,Clear Creek,18553,stream,3
4229,Clear Stream,18557,stream,3
4230,Clearview Spur,18559,ridge(s),4
4231,Clearwater Creek,923,stream,3
4232,Clearwater River,18560,stream,3
4233,Clearwater Stream,924,stream,3
4234,Cleathings Valley,925,gorge(s),5
4235,Cleft Creek,926,stream,3
4236,Cleft Creek,927,stream,3
4237,Cleft Peak,928,hill,5
4238,Cleft Peak,12229,hill,5
4239,Cleft Point,18567,point,4
4240,Cleland Stream,929,stream,3
4241,Clematis Bay,18568,bay,3
4242,Clem Creek,930,stream,3
4243,Clendon Cove,18569,bay,3
4244,Clent Hills,18570,mountains,2
4245,Clent Hills Saddle,18571,pass,4
4246,Clent Hills Stream,933,stream,3
4247,Cleopatras Pool,18572,lake,4
4248,Cleughearn Peak,18573,hill,5
4249,Clevedon,18575,locality,4
4250,Cleve Garth Falls,18574,waterfall(s),5
4251,Cleves Glacier,18576,glacier(s),4
4252,Clifden,18577,populated place,4
4253,Cliff Burn,18578,stream,3
4254,Cliff Cove,18579,bay,3
4255,Cliff Creek,18580,stream,3
4256,Cliff Creek,49755,stream,3
4257,Cliff Creek,934,stream,3
4258,Cliff Glacier,18581,glacier(s),4
4259,Cliff Hill,18582,hill,5
4260,Clifford Bay,18585,bay,3
4261,Cliffords Table,18586,hill,5
4262,Cliff Peaks,18583,mountains,2
4263,Cliff Pool,936,lake,4
4264,Cliff Pool,935,lake,4
4265,Clifton,55848,populated place,4
4266,Clifton,18588,locality,4
4267,Clifton,18589,locality,4
4268,Clifton,18590,section of populated place,3
4269,Clifton,18587,locality,4
4270,Climax Col,937,pass,4
4271,Climax Glacier,938,glacier(s),4
4272,Climax Peak,939,hill,5
4273,Climax Rivulet,18591,stream,3
4274,Climax Spur,18592,ridge(s),4
4275,Climbers Col,940,pass,4
4276,Climie,18594,hill,5
4277,Climie Creek,941,stream,3
4278,Climie Stream,18595,stream,3
4279,Clinton,18596,populated place,4
4280,Clinton Canyon,18597,gorge(s),5
4281,Clinton River,18598,stream,3
4282,Clinton River,18599,stream,3
4283,Clinton River North Branch,18600,stream,3
4284,Clinton River West Branch,18601,stream,3
4285,Clive,18602,populated place,4
4286,Clive River,942,stream,3
4287,Clock Point Hill,18603,hill,5
4288,Cloud Hill,18605,mountain,5
4289,Cloudmaker Lake,943,lake,4
4290,Cloudy Bay,18606,bay,3
4291,Cloudy Hill,18607,mountain,5
4292,Cloudy Hill,18608,hill,5
4293,Cloudy Pass,18609,strait,4
4294,Cloudy Peak,18611,peak,5
4295,Cloudy Peak,18610,hill,5
4296,Cloudy Peak,49553,peak,5
4297,Cloudy Peak Range,18612,mountain,5
4298,Cloudy Peaks Stream,944,stream,3
4299,Cloudy Range,18613,hill,5
4300,Cloudy Stream,945,stream,3
4301,Clough Memorial,18615,historical site,5
4302,Cloustonville,946,locality,4
4303,Clova Bay,947,bay,3
4304,Clover Glacier,948,glacier(s),4
4305,Clover Knob,18617,mountain,5
4306,Cloverlea,18618,section of populated place,3
4307,Club Rock,18619,island,4
4308,Cluden Hill,18620,road,3
4309,Cluden Stream,18621,stream,3
4310,Clump Peak,18622,hill,5
4311,Clump Stream,18623,stream,3
4312,Clumsy Creek,18624,stream,3
4313,Clunes Stream,18625,stream,3
4314,Cluny Creek,18626,stream,3
4315,Cluster Tarns,949,lake,4
4316,Clutha River,49756,stream,3
4317,Clutha River/Mata-Au,7308,stream,3
4318,Clyde,18627,valley,4
4319,Clyde Dam,18628,dam,5
4320,Clyde River,18629,stream,3
4321,Clydesdale,18631,locality,4
4322,Clyde Stream,18630,stream,3
4323,Clydevale,18632,populated place,4
4324,Coach Stream,951,stream,3
4325,Coads Creek,18633,stream,3
4326,Coal Burn,18634,stream,3
4327,Coal Creek,18658,stream,3
4328,Coal Creek,18651,stream,3
4329,Coal Creek,18649,stream,3
4330,Coal Creek,18648,stream,3
4331,Coal Creek,18646,stream,3
4332,Coal Creek,18644,stream,3
4333,Coal Creek,18643,stream,3
4334,Coal Creek,18659,stream,3
4335,Coal Creek,18661,stream,3
4336,Coal Creek,18662,stream,3
4337,Coal Creek,18664,stream,3
4338,Coal Creek,18670,stream,3
4339,Coal Creek,18639,stream,3
4340,Coal Creek,18638,stream,3
4341,Coal Creek,18635,stream,3
4342,Coal Creek,18641,stream,3
4343,Coal Creek,18640,stream,3
4344,Coal Creek,18671,stream,3
4345,Coal Creek,18650,stream,3
4346,Coal Creek,18660,stream,3
4347,Coal Creek,18663,stream,3
4348,Coal Creek,18647,stream,3
4349,Coal Creek,18653,stream,3
4350,Coal Creek,18666,stream,3
4351,Coal Creek,18654,stream,3
4352,Coal Creek,18652,stream,3
4353,Coal Creek,18636,stream,3
4354,Coal Creek,18655,stream,3
4355,Coal Creek,18667,stream,3
4356,Coal Creek,18642,stream,3
4357,Coal Creek,18668,stream,3
4358,Coal Creek,18637,stream,3
4359,Coal Creek,18657,stream,3
4360,Coal Creek,18645,stream,3
4361,Coal Creek,18665,stream,3
4362,Coal Creek,18672,stream,3
4363,Coal Creek,952,stream,3
4364,Coal Creek,49757,stream,3
4365,Coal Creek,18669,stream,3
4366,Coal Creek Flat,18673,populated place,4
4367,Coal Flat,953,plain(s),3
4368,Coalgate,18692,populated place,4
4369,Coal Gully,18674,gorge(s),5
4370,Coal Hill,18675,mountain,5
4371,Coal Hill,18676,hill,5
4372,Coal Island,18677,island,4
4373,Coal Mine Bay,18678,bay,3
4374,Coalpit Dam,18693,lake,4
4375,Coal Pit Flat,18679,plain(s),3
4376,Coal Pit Gully,18680,gorge(s),5
4377,Coal Pit Saddle,18681,pass,4
4378,Coal Pit Spur,954,ridge(s),4
4379,Coal Point,49758,point,4
4380,Coal Point,18682,point,4
4381,Coal River,18685,stream,3
4382,Coal River,18683,stream,3
4383,Coalsack Stream,58475,stream,3
4384,Coal Stream,18686,stream,3
4385,Coal Stream,18690,stream,3
4386,Coal Stream,18688,stream,3
4387,Coal Stream,18687,stream,3
4388,Coal Stream,18689,stream,3
4389,Coast Guard Bay,955,bay,3
4390,Coast Hill,18695,hill,5
4391,Coastlands,18696,locality,4
4392,Coates Bay,18697,bay,3
4393,Coates Creek,18698,stream,3
4394,Coates Memorial,18699,historical site,5
4395,Coatesville,18700,populated place,4
4396,Cobb Dam,18701,dam,5
4397,Cobb Reservoir,18702,lake,4
4398,Cobb River,18703,stream,3
4399,Cobden,18705,populated place,4
4400,Cobden Hill,18706,hill,5
4401,Cobden Island,18707,island,4
4402,Cobham Pool,956,lake,4
4403,Coche Falls,18709,waterfall(s),5
4404,Cochrane Creek,18711,stream,3
4405,Cochran Stream,958,stream,3
4406,Cochran Stream,957,stream,3
4407,Cockabulla Creek,18713,stream,3
4408,Cockabulla Creek,18714,stream,3
4409,Cockabulla Creek,18715,stream,3
4410,Cockatoo Creek,18716,stream,3
4411,Cockayne Creek,959,stream,3
4412,Cockayne Glacier,960,glacier(s),4
4413,Cockburn Incline,962,road,3
4414,Cockburns Bush,55137,forest(s),2
4415,Cockburn Stream,18717,stream,3
4416,Cockeye Creek,18718,stream,3
4417,Cockle Bay,18719,bay,3
4418,Cockle Bay,18720,section of populated place,3
4419,Cockle Bay,49760,section of populated place,3
4420,Cockle Cove,963,bay,3
4421,Cockney Creek,18721,stream,3
4422,Cockneys Creek,18723,stream,3
4423,Cockney Terrace,18722,plain(s),3
4424,Codfish Island,964,island,4
4425,Cod Rocks,18724,rocks,4
4426,Coes Gully Creek Left Branch,18726,stream,3
4427,Coes Gully Creek Right Branch,18727,stream,3
4428,Coe's Hole,18728,lake,4
4429,Coeus Stream,18729,stream,3
4430,Coffee Creek,18731,stream,3
4431,Coffee Creek,18730,stream,3
4432,Coffee Gully,18732,gorge(s),5
4433,Coffins Creek,18733,stream,3
4434,Colac Bay,55248,populated place,4
4435,Cold Creek,18735,stream,3
4436,Cold Creek,18734,stream,3
4437,Cold Peak,18736,hill,5
4438,Coldstream,18738,locality,4
4439,Coldstream,967,locality,4
4440,Coldstream,59128,farm,4
4441,Cold Stream,965,stream,3
4442,Cold Stream,966,stream,3
4443,Cold Stream,18737,stream,3
4444,Coldwater Creek,18739,stream,3
4445,Coldwater Stream,969,stream,3
4446,Cole Creek,970,stream,3
4447,Cole Creek,18742,stream,3
4448,Cole Drain,18743,canal,4
4449,Coleman Creek,18746,stream,3
4450,Colenso Memorial,18747,historical site,5
4451,Colenso Memorial,18748,historical site,5
4452,Colenso Spur,972,ridge(s),4
4453,Cole Point,18744,point,4
4454,Coleridge Creek,18749,stream,3
4455,Coleridge Pass,18750,pass,4
4456,Coleridge Stream,18751,stream,3
4457,Coles Creek,18752,stream,3
4458,Cole Spur,18745,peak,5
4459,Colin Campbell Glacier,973,glacier(s),4
4460,Colin Creek,18753,stream,3
4461,Colin Creek,18754,stream,3
4462,Colin Hill,18755,hill,5
4463,Colin Rift,18756,gorge(s),5
4464,Coll Creek,18757,stream,3
4465,College Creek,974,stream,3
4466,College Peak,975,hill,5
4467,College Stream,18759,stream,3
4468,Colletts Stream,18760,stream,3
4469,Collie Creek,976,stream,3
4470,Collie Creek,18761,stream,3
4471,Collier Creek,18764,stream,3
4472,Collier Gorge,18765,gorge(s),5
4473,Colliers Junction,18766,locality,4
4474,Collinet Point,18767,point,4
4475,Collingwood,18768,populated place,4
